testcase	rpm	encoder_resolution	kp	ki	traj_type	v_max	estimator_name	p_err_max	p_err_max_pct	p_err_mean	p_err_mean_pct	p_err_rms	p_err_rms_pct	v_err_max	v_err_max_pct	v_err_mean	v_err_mean_pct	v_err_rms	v_err_rms_pct	a_err_max	a_err_max_pct	a_err_mean	a_err_mean_pct	a_err_rms	a_err_rms_pct
3815	30	360	12.0679264063933	13.2194114846603	VelocityStep	180	PITrackingLoop(kp=12,ki=13)	12.9247458220273	35.5229130555481	9.42986287228453	11.6573095421979	9.70091402787164	14.2959290907852	17.6537065946027	9.80761477477927	-8.77209777048535	-4.87338765026964	9.91699599308521	5.50944221838067	10161.4853044857	Inf	-15.1142611519473	NaN	4658.26625807518	Inf
3816	32	360	12.0679264063933	13.2194114846603	VelocityStep	192	PITrackingLoop(kp=12,ki=13)	13.754435615559	35.4558730894848	10.0278136224504	11.6255819865677	10.3178132399627	14.2623076111292	18.3272093780629	9.54542155107441	-9.36030206613719	-4.87515732611312	10.5040708902015	5.47087025531331	10044.4198575106	Inf	-22.1101116723381	NaN	4780.21736262353	Inf
3817	34	360	12.0679264063933	13.2194114846603	VelocityStep	204	PITrackingLoop(kp=12,ki=13)	14.5802376785615	35.4192974887592	10.6239569878717	11.5952316928663	10.9328522312955	14.2286846376076	19.3110971626666	9.46622409934637	-9.95727733877885	-4.88101830332297	11.0661375511068	5.42457723093473	9897.3980020167	Inf	-29.1013932629349	NaN	4894.44915492726	Inf
3818	36	360	12.0679264063933	13.2194114846603	VelocityStep	216	PITrackingLoop(kp=12,ki=13)	15.4135363801245	35.3355303296674	11.2162623969697	11.5652991582715	11.5443630099799	14.1968376465816	19.94705135747	9.2347459988287	-10.5411668587397	-4.8801698420091	11.6670093024726	5.40139319558918	9763.97560698075	Inf	-20.9735896107216	NaN	4990.17717759481	Inf
3819	38	360	12.0679264063933	13.2194114846603	VelocityStep	228	PITrackingLoop(kp=12,ki=13)	16.2427508009425	35.2741685738317	11.8124733480769	11.5414795474563	12.1595199573718	14.1705655568563	20.7813972517016	9.11464791741297	-11.1242995329165	-4.87907874250724	12.2616615173377	5.37792171813055	9639.39317712695	Inf	-28.0250786102288	NaN	5091.05269538649	Inf
3820	40	360	12.0679264063933	13.2194114846603	VelocityStep	240	PITrackingLoop(kp=12,ki=13)	17.0509576297603	35.1713395660344	12.3891779992926	11.503936476912	12.7558527201038	14.1297016955493	21.3517309510263	8.89655456292762	-11.7106788860778	-4.87944953586573	12.8579541589113	5.35748089954638	9515.78471108266	Inf	-19.858630577048	NaN	5175.45489172034	Inf
3821	42	360	12.0679264063933	13.2194114846603	VelocityStep	252	PITrackingLoop(kp=12,ki=13)	17.907448629998	35.1455653786658	13.0039511928841	11.5008265455452	13.3894269687442	14.1273121133265	22.4025383107791	8.88989615507105	-12.2316977421609	-4.85384831038133	13.433663335966	5.33081878411348	9383.00837930836	Inf	-12.3582120011698	NaN	5255.76096799582	Inf
3822	44	360	12.0679264063933	13.2194114846603	VelocityStep	264	PITrackingLoop(kp=12,ki=13)	18.7266307766135	35.1257712769141	13.5930932879725	11.4775103498461	13.9974370168838	14.1013578224061	23.0812302250195	8.74289023674979	-12.8871623754333	-4.88150089978534	14.0439118050411	5.31966356251557	9244.57629342152	Inf	-33.9500632068654	NaN	5347.51405664359	Inf
3823	46	360	12.0679264063933	13.2194114846603	VelocityStep	276	PITrackingLoop(kp=12,ki=13)	19.5650546756234	35.098341995431	14.1910004808757	11.4628084427139	14.6139931728354	14.085435740278	23.7562577927579	8.60733977998474	-13.4738649401424	-4.88183512324	14.6424316838179	5.3052288709485	9098.10058150441	Inf	-25.7958434759393	NaN	5416.56860075564	Inf
3824	48	360	12.0679264063933	13.2194114846603	VelocityStep	288	PITrackingLoop(kp=12,ki=13)	20.3812692112811	35.0501237753626	14.7825231354073	11.4449435762509	15.2246327072078	14.0655839743711	24.6557432627852	8.56102196624485	-14.0485355830503	-4.87796374411469	15.240515626112	5.29184570351111	8990.52502234997	Inf	-32.9385356233974	NaN	5489.39979953472	Inf
3825	50	360	12.0679264063933	13.2194114846603	VelocityStep	300	PITrackingLoop(kp=12,ki=13)	21.1771852432211	34.9355768992292	15.3338257078641	11.4020073608007	15.7963799158004	14.0193708014019	25.0110628238629	8.33702094128762	-14.6463959071967	-4.88213196906557	15.8591329835193	5.2863776611731	8857.8339013261	Inf	-24.6257928290091	NaN	5549.54845751642	Inf
5051	2	360	12.0679264063933	14.5082877849594	VelocityStep	12	PITrackingLoop(kp=12,ki=15)	1.40146648915539	52.1704433372695	1.08973634175744	19.4055830774956	1.10194748136584	22.8368001084853	7.71583070148505	64.2985891790421	-0.435191218199512	-3.62659348499594	3.54026744060569	29.5022286717141	11998.663308183	Inf	-9.45633120337924	NaN	1348.13700277036	Inf
5052	4	360	12.0679264063933	14.5082877849594	VelocityStep	24	PITrackingLoop(kp=12,ki=15)	2.17674664359287	44.0723857788976	1.65456466146643	15.0479160352662	1.68563887858126	18.1025018413228	8.07572157395559	33.6488398914816	-1.17182071841259	-4.88258632671914	3.75997725955051	15.6665719147938	11879.8934052605	Inf	-15.2355674964632	NaN	1895.04220047295	Inf
5053	6	360	12.0679264063933	14.5082877849594	VelocityStep	36	PITrackingLoop(kp=12,ki=15)	2.9862421962042	40.6003121064419	2.22271337019651	13.6032599745559	2.27441071131211	16.5194954874289	8.77197774311298	24.3666048419805	-1.80795569066213	-5.02209914072814	4.01110353883508	11.1419542745419	11741.4841390483	Inf	-6.77605145389487	NaN	2268.49363249558	Inf
5054	8	360	12.0679264063933	14.5082877849594	VelocityStep	48	PITrackingLoop(kp=12,ki=15)	3.80005729568051	38.855958809126	2.78706848767017	12.8683102923383	2.8603659400251	15.7228677008181	9.51238759258088	19.8174741512102	-2.42997735497798	-5.0624528228708	4.38928687372984	9.14434765360384	11617.1223316171	Inf	-13.8251064264566	NaN	2613.63341443398	Inf
5055	10	360	12.0679264063933	14.5082877849594	VelocityStep	60	PITrackingLoop(kp=12,ki=15)	4.60573668932975	37.9715024345206	3.34684054357085	12.4103955410862	3.44208467201042	15.223483577765	10.261710181939	17.1028503032316	-3.09112962466543	-5.15188270777571	4.7922571253299	7.98709520888317	11476.2314397477	Inf	-5.17637417032228	NaN	2882.02060217898	Inf
5056	12	360	12.0679264063933	14.5082877849594	VelocityStep	72	PITrackingLoop(kp=12,ki=15)	5.43190236566376	37.2137371743106	3.920676977758	12.1436724432973	4.03736365405465	14.9334815474373	11.1054508301494	15.4242372640964	-3.68412233743808	-5.11683657977511	5.26745839735933	7.31591444077684	11352.8288995116	Inf	-12.4617161612651	NaN	3146.81961270872	Inf
5057	14	360	12.0679264063933	14.5082877849594	VelocityStep	84	PITrackingLoop(kp=12,ki=15)	6.2530977734643	36.8238351054624	4.48935421786538	11.941500817038	4.62802690311874	14.7137134303451	11.9365362916129	14.2101622519201	-4.32529809951379	-5.14916440418309	5.77220156667632	6.87166853175752	11227.5136993615	Inf	-19.3026971742626	NaN	3384.27563370527	Inf
5058	16	360	12.0679264063933	14.5082877849594	VelocityStep	96	PITrackingLoop(kp=12,ki=15)	7.06619400435827	36.4242817579638	5.05208065675771	11.7785954911091	5.21334251472965	14.5378798606222	12.6892328351563	13.2179508699545	-4.96000363697304	-5.16667045518025	6.30556259966314	6.5682943746491	11087.8545107208	Inf	-10.8544824326995	NaN	3578.46948229506	Inf
5059	18	360	12.0679264063933	14.5082877849594	VelocityStep	108	PITrackingLoop(kp=12,ki=15)	7.88522678364025	36.17748711268	5.62032796121806	11.6609510320361	5.80369388043533	14.4095235209016	13.5237769034657	12.5220156513571	-5.59670365361378	-5.18213301260535	6.86403315451287	6.35558625417858	10957.6747644651	Inf	-17.7440192117282	NaN	3777.25377004206	Inf
5060	20	360	12.0679264063933	14.5082877849594	VelocityStep	120	PITrackingLoop(kp=12,ki=15)	8.6887879812561	35.8757220961734	6.16908755049429	11.5345160648211	6.3752792636954	14.272254356088	14.2215993211349	11.8513327676124	-6.22131992716417	-5.18443327263681	7.42709442057628	6.18924535048023	10824.9115265163	Inf	-9.49163926817183	NaN	3942.05184442367	Inf
5061	22	360	12.0679264063933	14.5082877849594	VelocityStep	132	PITrackingLoop(kp=12,ki=15)	9.52684348161641	35.7415359621877	6.75293902884716	11.4844459707091	6.98079012554501	14.2183370714838	15.2260140561778	11.534859133468	-6.83941329199886	-5.18137370605974	8.0181264744492	6.07433823821909	10694.5555043446	Inf	-16.5061889668005	NaN	4112.59967487842	Inf
5062	24	360	12.0679264063933	14.5082877849594	VelocityStep	144	PITrackingLoop(kp=12,ki=15)	10.346622811241	35.5986070077195	7.31845731091475	11.4168500248627	7.56831928130098	14.145365761829	16.0419408237824	11.1402366831822	-7.44217698092285	-5.1681784589742	8.59924585232996	5.97169850856247	10572.6770987965	Inf	-23.7717632302343	NaN	4271.00549898188	Inf
5063	26	360	12.0679264063933	14.5082877849594	VelocityStep	156	PITrackingLoop(kp=12,ki=15)	11.1669078127093	35.4790163076022	7.88561480747059	11.3624566255964	8.15805059763204	14.086604628246	16.8143677808396	10.7784408851536	-8.09812808389048	-5.19110774608364	9.21146461019383	5.90478500653451	10435.8639319704	Inf	-15.0919929839611	NaN	4403.50468116059	Inf
5064	28	360	12.0679264063933	14.5082877849594	VelocityStep	168	PITrackingLoop(kp=12,ki=15)	11.9862689050246	35.3414021959739	8.45261082601872	11.3150126369266	8.74727298644246	14.0346801136758	17.7369148918297	10.5576874356129	-8.68747012636977	-5.1711131704582	9.8121689124327	5.84057673359089	10307.5651473513	Inf	-22.5065577059752	NaN	4542.04839717113	Inf
5065	30	360	12.0679264063933	14.5082877849594	VelocityStep	180	PITrackingLoop(kp=12,ki=15)	12.7997452412402	35.2443568032372	9.01231193040261	11.2660327213143	9.32962964098346	13.9813734471501	18.5324259823258	10.2957922124032	-9.34890694003395	-5.19383718890775	10.4349004415069	5.7971669119483	10163.969093268	Inf	-13.8532859795214	NaN	4658.26747177314	Inf
5066	32	360	12.0679264063933	14.5082877849594	VelocityStep	192	PITrackingLoop(kp=12,ki=15)	13.6261929818317	35.1769417098611	9.58232803811019	11.2341786091913	9.92186302615042	13.947720031508	19.2239194270142	10.0124580349032	-9.97536490172109	-5.19550255297973	11.0604241668649	5.76063758690882	10047.0595693083	Inf	-20.7639536871624	NaN	4780.22286601126	Inf
5067	34	360	12.0679264063933	14.5082877849594	VelocityStep	204	PITrackingLoop(kp=12,ki=15)	14.4394284575096	35.1399701851381	10.1505415960855	11.2037151154841	10.5122324616267	13.9140234300944	20.3030651320271	9.95248290785642	-10.6105720184671	-5.2012607933662	11.6641303275034	5.71771094485462	9900.58386739096	Inf	-27.6713079923812	NaN	4894.45893552659	Inf
5068	36	360	12.0679264063933	14.5082877849594	VelocityStep	216	PITrackingLoop(kp=12,ki=15)	15.263950745218	35.0557819719764	10.7148960013092	11.1736616433935	11.099102090583	13.8821347614921	20.9677741098124	9.70730282861683	-11.2326595546908	-5.20030534939389	12.3018596572047	5.69530539685402	9767.10713677855	Inf	-19.4587420790108	NaN	4990.18163872658	Inf
5069	38	360	12.0679264063933	14.5082877849594	VelocityStep	228	PITrackingLoop(kp=12,ki=15)	16.0835612688626	34.9941351110608	11.2831707483528	11.1497488569655	11.6895905740392	13.8558065476923	21.9109258464226	9.61005519579939	-11.8540472931887	-5.19914354964415	12.9338708527783	5.67275037402558	9642.35961542351	Inf	-26.4243549503886	NaN	5091.06169568293	Inf
5070	40	360	12.0679264063933	14.5082877849594	VelocityStep	240	PITrackingLoop(kp=12,ki=15)	16.8893619409293	34.8907747507161	11.8318806776445	11.112057755226	12.2613218314158	13.8148643707664	22.5215024659233	9.38395936080136	-12.4785286583747	-5.19938694098946	13.5676494879705	5.65318728665437	9518.98382413145	Inf	-18.1728928790532	NaN	5175.45804718609	Inf
5071	42	360	12.0679264063933	14.5082877849594	VelocityStep	252	PITrackingLoop(kp=12,ki=15)	17.7277585817285	34.8648107978487	12.4187895161614	11.1089448733511	12.8702383747205	13.8124981548486	23.4686795212136	9.31296806397366	-13.0377760805474	-5.17372066688387	14.1811973518799	5.62745926661902	9386.5655036561	Inf	-10.5835374084566	NaN	5255.77236969111	Inf
5072	44	360	12.0679264063933	14.5082877849594	VelocityStep	264	PITrackingLoop(kp=12,ki=15)	18.5434246189291	34.8448605157705	12.9799617960343	11.0855302498194	13.4535618542492	13.786486044099	24.3758478448825	9.23327569881913	-13.7315388203085	-5.20134046223809	14.8311884516297	5.61787441349608	9248.55931559216	Inf	-32.0949057099048	NaN	5347.52724896809	Inf
5073	46	360	12.0679264063933	14.5082877849594	VelocityStep	276	PITrackingLoop(kp=12,ki=15)	19.3734246891839	34.8172137423692	13.5499443697629	11.0707733272676	14.0454313257211	13.7705427434026	24.9910142954154	9.05471532442588	-14.3564387066128	-5.20160822703362	15.4678272293294	5.60428522801789	9102.20665312772	Inf	-23.8571176911892	NaN	5416.57579900323	Inf
5074	48	360	12.0679264063933	14.5082877849594	VelocityStep	288	PITrackingLoop(kp=12,ki=15)	20.1808824106294	34.768774662669	14.1135150870032	11.0528374178665	14.6314211416655	13.7506426176864	26.0867842648607	9.05791120307665	-14.9693101071413	-5.19767712053517	16.1029845066945	5.59131406482449	8994.65735944136	Inf	-30.9131189123525	NaN	5489.41241937904	Inf
5075	50	360	12.0679264063933	14.5082877849594	VelocityStep	300	PITrackingLoop(kp=12,ki=15)	20.9700364300196	34.6536135448746	14.6367475520619	11.0097319596731	15.1786574545101	13.7043585760645	26.5024721335521	8.83415737785072	-15.6051197567915	-5.20170658559715	16.7579627068314	5.58598756894379	8861.90683400713	Inf	-22.5156165555959	NaN	5549.55483905854	Inf
6301	2	360	12.0679264063933	15.9228279334109	VelocityStep	12	PITrackingLoop(kp=12,ki=16)	1.39352634548227	51.9803924780611	1.06219750161309	19.0268050497678	1.07621863684205	22.5315736170955	7.76535097424804	64.7112581187336	-0.476608199834547	-3.97173499862122	3.54686171364375	29.5571809470312	11999.0384990457	Inf	-9.35512539319283	NaN	1348.1528544621	Inf
6302	4	360	12.0679264063933	15.9228279334109	VelocityStep	24	PITrackingLoop(kp=12,ki=16)	2.15759897059107	43.8210633498172	1.59784550325838	14.6511613145244	1.63378146712169	17.7809079661969	8.18117553414147	34.0882313922561	-1.25078987835451	-5.21162449314378	3.78674830283112	15.778117928463	11880.4236889532	Inf	-15.0475224263205	NaN	1895.0537432142	Inf
6303	6	360	12.0679264063933	15.9228279334109	VelocityStep	36	PITrackingLoop(kp=12,ki=16)	2.96185727345474	40.3294897682834	2.13684375583456	13.2006744509105	2.19676387408851	16.1931741265231	8.93063786381018	24.8073273994727	-1.92452144323566	-5.34589289787683	4.06671018732984	11.2964171870273	11742.00047499	Inf	-6.49040180468463	NaN	2268.50031450707	Inf
6304	8	360	12.0679264063933	15.9228279334109	VelocityStep	48	PITrackingLoop(kp=12,ki=16)	3.76467070832818	38.5744495035704	2.67204011681167	12.4627517800328	2.7571059277925	15.3945882309271	9.72312599704264	20.2565124938388	-2.58402282487224	-5.38338088515051	4.47888207321235	9.3310043191924	11617.8934050892	Inf	-13.4403171970234	NaN	2613.64091315184	Inf
6305	10	360	12.0679264063933	15.9228279334109	VelocityStep	60	PITrackingLoop(kp=12,ki=16)	4.56164815342377	37.6837111052059	3.20264043672342	12.0029967848187	3.31328338573031	14.8940317531265	10.5656133439412	17.6093555732353	-3.28267840395829	-5.47113067326381	4.92233984350727	8.20389973917878	11477.0379954771	Inf	-4.69716171950949	NaN	2882.02333392289	Inf
6306	12	360	12.0679264063933	15.9228279334109	VelocityStep	72	PITrackingLoop(kp=12,ki=16)	5.38005562183356	36.9219741953761	3.7473543244533	11.7352090387969	3.88301474524283	14.6034179486724	11.4198122589957	15.8608503597162	-3.91315357771289	-5.43493552460123	5.43526821683582	7.54898363449419	11353.8827948325	Inf	-11.881317341478	NaN	3146.82471037355	Inf
6307	14	360	12.0679264063933	15.9228279334109	VelocityStep	84	PITrackingLoop(kp=12,ki=16)	6.19038921356035	36.5292343312858	4.28689236771622	11.5322323556337	4.44818644737995	14.3832083827049	12.3026782300151	14.6460455119228	-4.59189748844322	-5.46654462909908	5.98137488164958	7.12068438291616	11228.8451888089	Inf	-18.6250582903405	NaN	3384.28262206198	Inf
6308	16	360	12.0679264063933	15.9228279334109	VelocityStep	96	PITrackingLoop(kp=12,ki=16)	6.99830328144835	36.127495454997	4.82044990962281	11.3686630118006	5.00807362607095	14.2070583424341	13.1758398552903	13.7248331825941	-5.26414499288015	-5.48348436758348	6.55527979149868	6.82841644947779	11089.2030573155	Inf	-10.0789984977794	NaN	3578.47245652401	Inf
6309	18	360	12.0679264063933	15.9228279334109	VelocityStep	108	PITrackingLoop(kp=12,ki=16)	7.80725445751195	35.8791060298985	5.35955060863627	11.2505430341468	5.57295844538184	14.0784455677824	14.0894674390421	13.0458031842982	-5.93841067197765	-5.4985283999793	7.1542858794896	6.62433877730518	10959.3675180158	Inf	-16.8705763560388	NaN	3777.259606724	Inf
6310	20	360	12.0679264063933	15.9228279334109	VelocityStep	120	PITrackingLoop(kp=12,ki=16)	8.60465775005295	35.5754177706258	5.87911366943675	11.1236080666826	6.11916439733727	13.9409283959216	14.8519351175525	12.3766125979604	-6.60037843227287	-5.50031536022739	7.75816247123865	6.46513539269888	10826.5300931973	Inf	-8.52009307819722	NaN	3942.05293536781	Inf
6311	22	360	12.0679264063933	15.9228279334109	VelocityStep	132	PITrackingLoop(kp=12,ki=16)	9.43237606143727	35.4405997480949	6.43386572859758	11.0733359672065	6.69917843087166	13.8869375340634	15.8954762816208	12.0420274860764	-7.2561330328325	-5.49707047941856	8.38810655872562	6.35462618085274	10696.5155544229	Inf	-15.4353168771876	NaN	4112.60420046527	Inf
6312	24	360	12.0679264063933	15.9228279334109	VelocityStep	144	PITrackingLoop(kp=12,ki=16)	10.2402968444227	35.2964879540333	6.97024562252036	11.0054807073044	7.26126871608916	13.8138588926405	16.6780509425649	11.5819798212256	-7.89624827044571	-5.48350574336508	9.00996576426841	6.25692066963084	10574.8763335947	Inf	-22.6016859224062	NaN	4271.01331765693	Inf
6313	26	360	12.0679264063933	15.9228279334109	VelocityStep	156	PITrackingLoop(kp=12,ki=16)	11.0582402898929	35.1763142881153	7.50824574577462	10.9508616645491	7.82558676181389	13.7550071478433	17.5990054625998	11.2814137580768	-8.58985841226024	-5.50631949503861	9.66181685626303	6.19347234375835	10438.0420736479	Inf	-13.8256499177516	NaN	4403.50779406214	Inf
6314	28	360	12.0679264063933	15.9228279334109	VelocityStep	168	PITrackingLoop(kp=12,ki=16)	11.8623603990411	35.0377991191882	8.04610989951989	10.9032382312471	8.38938767491526	13.7029775394829	18.4974991043966	11.0104161335694	-9.21660632087609	-5.48607519099768	10.3008801087069	6.13147625518265	10310.0644408092	Inf	-21.1389468541573	NaN	4542.05543110465	Inf
6315	30	360	12.0679264063933	15.9228279334109	VelocityStep	180	PITrackingLoop(kp=12,ki=16)	12.669631803598	34.9402091513378	8.57663026159404	10.8540523853992	8.94634601202304	13.6495775949677	19.4360445189188	10.7978025105104	-9.91561346902975	-5.50867414946097	10.9632828708433	6.09071270602404	10166.5378650978	Inf	-12.3901820806793	NaN	4658.26903548564	Inf
6316	32	360	12.0679264063933	15.9228279334109	VelocityStep	192	PITrackingLoop(kp=12,ki=16)	13.4908742506803	34.8723863260973	9.11750406348419	10.822068474682	9.51315074238739	13.6159038656584	20.1922470788319	10.5167953535583	-10.5796181122408	-5.51021776679207	11.6276351676521	6.05605998315215	10049.7908342092	Inf	-19.2021289274235	NaN	4780.22893026433	Inf
6317	34	360	12.0679264063933	15.9228279334109	VelocityStep	204	PITrackingLoop(kp=12,ki=16)	14.2954235564662	34.8349865660851	9.65658172906555	10.791490104697	10.0780885334094	13.5821413420988	21.3226063286135	10.4522580042223	-11.2523498051101	-5.51585774760298	12.273291165678	6.01631919886174	9903.90726407597	Inf	-26.0121501498781	NaN	4894.46948672132	Inf
6318	36	360	12.0679264063933	15.9228279334109	VelocityStep	216	PITrackingLoop(kp=12,ki=16)	15.1114591988359	34.7503399215827	10.1917779710852	10.7613126765948	10.6395616357044	13.55022068914	22.0492549628747	10.2079884087383	-11.9119208913688	-5.51477819044854	12.9482578553757	5.9945638219332	9770.35713621251	Inf	-17.7013344971189	NaN	4990.18665608687	Inf
6319	38	360	12.0679264063933	15.9228279334109	VelocityStep	228	PITrackingLoop(kp=12,ki=16)	15.9221488200033	34.688383551193	10.7309094095754	10.737304515692	11.2046197104575	13.5238420624902	23.0750817765058	10.1206499019762	-12.570857160704	-5.51353384241402	13.6180109591135	5.97281182417259	9645.41441091023	Inf	-24.5674685570837	NaN	5091.07145107318	Inf
6320	40	360	12.0679264063933	15.9228279334109	VelocityStep	240	PITrackingLoop(kp=12,ki=16)	16.7190737215463	34.5844455610991	11.2504187764669	10.6994621400927	11.7510117771272	13.4828316687278	23.7899466765286	9.91247778188691	-13.2327113150099	-5.51362971458746	14.289623025129	5.95400959380376	9522.28561403254	Inf	-16.2175045847436	NaN	5175.46171106193	Inf
6321	42	360	12.0679264063933	15.9228279334109	VelocityStep	252	PITrackingLoop(kp=12,ki=16)	17.5423786621353	34.5582787481528	11.8082578311096	10.696348498134	12.3344948253558	13.4804936689875	24.7526293681279	9.82247197147934	-13.8294896504801	-5.48789271844449	14.9416650527422	5.92923216378659	9390.25233649721	Inf	-8.52530106563352	NaN	5255.78450432772	Inf
6322	44	360	12.0679264063933	15.9228279334109	VelocityStep	264	PITrackingLoop(kp=12,ki=16)	18.3579457651916	34.5381564201195	12.3402516264296	10.6728314195587	12.8923745734628	13.4544284384927	25.7081172885306	9.73792321535251	-14.5608419542215	-5.5154704372051	15.6315255192498	5.92103239365523	9252.70587767625	Inf	-29.9431121094377	NaN	5347.54142733512	Inf
6323	46	360	12.0679264063933	15.9228279334109	VelocityStep	276	PITrackingLoop(kp=12,ki=16)	19.1732106791059	34.5102739674448	12.881103674749	10.6580188576723	13.4587938642019	13.4384698048144	26.467395467987	9.58963603912572	-15.2232290365052	-5.51566269438593	16.3066911879942	5.90822144492543	9106.47507945691	Inf	-21.6083889864414	NaN	5416.58377841315	Inf
6324	48	360	12.0679264063933	15.9228279334109	VelocityStep	288	PITrackingLoop(kp=12,ki=16)	19.9746658547103	34.4615948649162	13.4155154763155	10.6400101061022	14.0193790794548	13.4185248636845	27.5624343664593	9.57028971057616	-15.8735868724448	-5.51166210848778	16.9793505581495	5.89560783269081	8998.94562749966	Inf	-28.5640268821489	NaN	5489.42605734199	Inf
6325	50	360	12.0679264063933	15.9228279334109	VelocityStep	300	PITrackingLoop(kp=12,ki=16)	20.7558313312724	34.3457659075537	13.9094736929599	10.5967317400743	14.5414011739612	13.3721835902626	28.0822849001773	9.36076163339243	-16.5465915340536	-5.5155305113512	17.6710226432604	5.8903408810868	8866.11612224448	Inf	-20.0683453359282	NaN	5549.5619753318	Inf
7551	2	360	12.0679264063933	17.4752840000768	VelocityStep	12	PITrackingLoop(kp=12,ki=17)	1.38486229416654	51.772479975691	1.03350694135916	18.6285031672946	1.04951227915362	22.2087910195164	7.81480631421362	65.1233859517802	-0.517354856916161	-4.31129047430134	3.55409674502679	29.6174728752233	11999.4373402792	Inf	-9.23796270970436	NaN	1348.17043937251	Inf
7552	4	360	12.0679264063933	17.4752840000768	VelocityStep	24	PITrackingLoop(kp=12,ki=17)	2.13947769929687	43.5464937666759	1.53886421343055	14.2345382902581	1.58016416571557	17.4415259516817	8.28664143207241	34.527672633635	-1.32780851995498	-5.5325354998124	3.81527395879967	15.896974828332	11880.9828869155	Inf	-14.8299430058636	NaN	1895.06651142893	Inf
7553	6	360	12.0679264063933	17.4752840000768	VelocityStep	36	PITrackingLoop(kp=12,ki=17)	2.93548818327099	40.0337458526279	2.04760381850716	12.7781228929892	2.11664047301108	15.8491419850186	9.11539592172812	25.3205442270225	-2.03786756486775	-5.66074323574376	4.12525907404514	11.4590529834587	11742.5284081432	Inf	-6.16059492617294	NaN	2268.5078554012	Inf
7554	8	360	12.0679264063933	17.4752840000768	VelocityStep	48	PITrackingLoop(kp=12,ki=17)	3.72609868126268	38.2670984473462	2.55253434980528	12.0371805533938	2.65068972482925	15.0487061417362	9.97923538404804	20.7900737167667	-2.73356757749829	-5.69493245312144	4.57240278835722	9.52583914241087	11618.6910082688	Inf	-12.9966114953757	NaN	2613.64924187719	Inf
7555	10	360	12.0679264063933	17.4752840000768	VelocityStep	60	PITrackingLoop(kp=12,ki=17)	4.51767391704662	37.3695406315409	3.05285618343736	11.5755561903038	3.18066643005475	14.5470610390887	10.8833737012085	18.1389561686809	-3.46844582073749	-5.78074303456249	5.05711968050422	8.42853280084036	11477.8587759485	Inf	-4.14474151492278	NaN	2882.02661593876	Inf
7556	12	360	12.0679264063933	17.4752840000768	VelocityStep	72	PITrackingLoop(kp=12,ki=17)	5.32392345665597	36.6034943163254	3.56734094011842	11.3066900112102	3.72418712910387	14.2558996544635	11.8399782283487	16.4444142060399	-4.13512817040448	-5.74323357000622	5.60825724008648	7.78924616678679	11354.9649968209	Inf	-11.2127500698331	NaN	3146.83045689264	Inf
7557	14	360	12.0679264063933	17.4752840000768	VelocityStep	84	PITrackingLoop(kp=12,ki=17)	6.12758887016136	36.2076757877486	4.07663297947386	11.1028967810645	4.26321471525304	14.0352998960491	12.8088895940716	15.2486780881805	-4.85017145410274	-5.77401363583659	6.19602512695114	7.37622038922755	11230.2222685858	Inf	-17.8446677702184	NaN	3384.2902974315	Inf
7558	16	360	12.0679264063933	17.4752840000768	VelocityStep	96	PITrackingLoop(kp=12,ki=17)	6.92695457983573	35.8035623888198	4.57991360431146	10.938651190114	4.79703450002337	13.8588767758126	13.6725318433715	14.2422206701787	-5.55868372776555	-5.79029554975578	6.81058922012668	7.09436377096529	11090.5828705083	Inf	-9.18612406013055	NaN	3578.47595381291	Inf
7559	18	360	12.0679264063933	17.4752840000768	VelocityStep	108	PITrackingLoop(kp=12,ki=17)	7.72879256054941	35.553441297432	5.08876008855125	10.820047588295	5.33580758124188	13.7300388457636	14.685100424656	13.5973152080148	-6.26924404331085	-5.8048555956582	7.45020506879887	6.89833802666562	10961.1154704521	Inf	-15.8650883486949	NaN	3777.26607457732	Inf
7560	20	360	12.0679264063933	17.4752840000768	VelocityStep	120	PITrackingLoop(kp=12,ki=17)	8.51403534949099	35.2476669987857	5.57802225396523	10.6926068367981	5.85601713145901	13.5923128104353	15.5144541189477	12.9287117657897	-6.96726572174981	-5.80605476812484	8.09493838200962	6.74578198500802	10828.1803692917	Inf	-7.40188013556025	NaN	3942.05445639713	Inf
7561	22	360	12.0679264063933	17.4752840000768	VelocityStep	132	PITrackingLoop(kp=12,ki=17)	9.33373501949293	35.1121634608441	6.10256596673105	10.642129257016	6.40987519406481	13.5382658587901	16.5787855118894	12.5596859938556	-7.65942607410957	-5.80259551068906	8.76387371245506	6.63929826701141	10698.5309896602	Inf	-14.202965412205	NaN	4112.6093078385	Inf
7562	24	360	12.0679264063933	17.4752840000768	VelocityStep	144	PITrackingLoop(kp=12,ki=17)	10.1310058777961	34.966771052481	6.60870316678078	10.5740139929869	6.94589304410934	13.4651063126447	17.5738239941085	12.2040444403531	-8.33560381476003	-5.78861376025002	9.4266182177773	6.54626265123424	10577.1442764624	Inf	-21.2553887762503	NaN	4271.02183520875	Inf
7563	26	360	12.0679264063933	17.4752840000768	VelocityStep	156	PITrackingLoop(kp=12,ki=17)	10.9437486484899	34.8459626448134	7.11643693871148	10.519163674175	7.48416107095711	13.4061803869568	18.43173395919	11.8152140764039	-9.06560872313401	-5.81128764303462	10.1180172200885	6.48590847441569	10440.2707335987	Inf	-12.368585342387	NaN	4403.51145983311	Inf
